wreck_id,obstruction_type,lat,lon,water_depth,original_date
11343,,51.30867,-9.00067,101,1946
11350,,51.46063,-9.34633,15,1970
11351,,51.46578,-9.22717,10,1924
11355,,51.4795,-9.3965,5,1929
11346,,51.39633,-9.25328,60,1917
11347,,51.4605,-9.82383,24,1896
11356,,51.488,-9.62383,10,1838
11357,,51.50033,-9.09233,35,1916
11359,,51.55117,-9.10205,8,1927
11360,,51.63478,-9.91217,8,1974
12259,foul ground,51.29408,-4.95942,61,1978
11334,,51.26097,-9.21967,102,1978
11339,,51.28367,-9.46733,90,1917
11342,,51.25033,-9.384,90,1917
22400,foul ground,49.84645,-5.71042,81,1979
19228,,50.81368,-1.09738,-2,1980
17654,foul ground,50.32418,-4.16697,11,1940
17649,foul ground,50.31863,-4.1617,14,1940
11368,,51.70382,-9.54115,29,1980
11363,,51.6755,-9.5505,15,1920
19342,,50.91597,-1.37627,-3,1972
18718,,50.68002,-2.09802,1,1983
11367,,51.83145,-9.77983,17,1979
77409,,50.71057,-1.5542,-1,2010
11365,,51.772,-9.879,30,1968
19444,,50.8028,-1.1216,-2,1982
18780,foul ground,50.56738,-2.6538,31,1991
19266,foul ground,50.82528,-1.13145,-1,1907
20127,,50.75678,-0.91313,1,1955
11361,foul ground,51.63867,-9.9105,16,1925
12207,,51.08383,-4.63445,48,1934
18268,,50.47058,-3.17123,40,1975
18265,,50.46723,-3.38622,27,1975
18273,,50.47307,-3.35788,29,1975
18274,,50.47473,-3.39122,27,1975
18275,,50.48057,-3.22457,35,1975
18272,,50.4728,-3.39455,27,1975
11364,,51.68783,-9.5325,30,1979
18277,,50.48223,-3.38455,24,1975
18271,,50.4728,-3.32205,32,1975
18276,,50.48223,-3.31457,31,1975
18270,,50.47197,-3.35122,30,1975
18279,,50.48557,-3.26623,34,1975
20160,,50.77488,-0.94647,-1,1980
18280,,50.4889,-3.31957,30,1975
11366,,51.80033,-9.90067,12,1974
18227,,50.43225,-3.1979,43,1975
18285,,50.4939,-3.17457,37,1975
18088,foul ground,50.23643,-3.62952,6,1918
3906,,55.3561,-5.13085,53,1966
18283,,50.49223,-3.1929,36,1975
18310,,50.57557,-3.0207,29,1917
18222,,50.42225,-3.30622,42,1975
18228,,50.43475,-3.36122,36,1975
3910,,55.41415,-5.58107,1,1968
18287,,50.50057,-3.17123,35,1975
59093,,50.16727,-3.63452,62,2001
18281,,50.4889,-3.38927,23,1975
18161,,50.3577,-3.57145,-2,1949
18136,foul ground,50.31392,-3.37233,52,1968
18223,,50.42475,-3.33067,41,1975
3904,,55.35415,-5.16612,40,1939
18306,,50.5589,-3.08042,28,1917
3913,,55.42358,-5.60107,0,1974
3925,,55.52913,-5.48858,10,1958
3912,,55.41665,-5.47442,35,1940
18226,,50.43058,-3.36288,38,1975
16336,,50.13642,-5.02077,10,1940
18219,,50.41725,-3.28873,43,1975
